,archivo,autor_fuente,disco,fecha,titulo,url,palabras_aprox
52,53_texto.txt,Gustavo Cerati,Bocanada,1999,Raíz,https://www.letras.com/gustavo-cerati/400922/#album:bocanada-1999,56
53,54_texto.txt,Gustavo Cerati,Bocanada,1999,Y Si El Humo Está En Foco,https://www.letras.com/gustavo-cerati/1841916/#album:bocanada-1999,44
54,55_texto.txt,Gustavo Cerati,Bocanada,1999,Paseo Inmoral,https://www.letras.com/gustavo-cerati/400918/#album:bocanada-1999,82
55,56_texto.txt,Gustavo Cerati,Bocanada,1999,Aquí Y Ahora,https://www.letras.com/gustavo-cerati/1841914/#album:bocanada-1999,105
56,57_texto.txt,Gustavo Cerati,Bocanada,1999,Aquí Y Ahora (Y Después),https://www.letras.com/gustavo-cerati/400907/#album:bocanada-1999,106
57,58_texto.txt,Gustavo Cerati,Bocanada,1999,Alma,https://www.letras.com/gustavo-cerati/400904/#album:bocanada-1999,44
58,59_texto.txt,Gustavo Cerati,Bocanada,1999,Balsa,https://www.letras.com/gustavo-cerati/257013/#album:bocanada-1999,57
59,60_texto.txt,Gustavo Cerati,Amor Amarillo,1993,Amor Amarillo,https://www.letras.com/gustavo-cerati/400906/#album:amor-amarillo-1993,108
60,61_texto.txt,Gustavo Cerati,Amor Amarillo,1993,Lisa,https://www.letras.com/gustavo-cerati/400916/#album:amor-amarillo-1993,119
61,62_texto.txt,Gustavo Cerati,Amor Amarillo,1993,Te Llevo Para Que Me Lleves,https://www.letras.com/gustavo-cerati/te-llevo-para-que-me-lleves/#album:amor-amarillo-1993,86
62,63_texto.txt,Gustavo Cerati,Amor Amarillo,1993,Pulsar,https://www.letras.com/gustavo-cerati/400921/#album:amor-amarillo-1993,116
63,64_texto.txt,Gustavo Cerati,Amor Amarillo,1993,Cabeza De Medusa,https://www.letras.com/gustavo-cerati/400912/#album:amor-amarillo-1993,94
64,65_texto.txt,Gustavo Cerati,Amor Amarillo,1993,Av Alcorta,https://www.letras.com/gustavo-cerati/400909/#album:amor-amarillo-1993,102
65,66_texto.txt,Gustavo Cerati,Amor Amarillo,1993,Bajan,https://www.letras.com/gustavo-cerati/400910/#album:amor-amarillo-1993,103
66,67_texto.txt,Gustavo Cerati,Amor Amarillo,1993,Rombos,https://www.letras.com/gustavo-cerati/400924/#album:amor-amarillo-1993,34
67,68_texto.txt,Gustavo Cerati,Amor Amarillo,1993,Ahora Es Nunca,https://www.letras.com/gustavo-cerati/400903/#album:amor-amarillo-1993,81
68,69_texto.txt,Gustavo Cerati,Amor Amarillo,1993,A Merced,https://www.letras.com/gustavo-cerati/400902/#album:amor-amarillo-1993,87
69,70_texto.txt,Gustavo Cerati,Amor Amarillo,1993,Torteval,https://www.letras.com/gustavo-cerati/torteval/#album:amor-amarillo-1993,23
